2	4	0	0	4	9	0	0	2	0	10	0
2	1	0	0	0	2	0	0	1	0	1	0
0	0	0	0	0	3	0	0	1	0	0	0
0	0	0	0	0	1	0	0	1	0	0	0
0	0	0	0	1	0	0	0	0	0	1	0
1	0	0	0	0	0	0	0	1	0	1	0
2	4	0	0	4	9	0	0	2	0	9	0
0	0	1	5	4	0	0	0	0	6	0	1
0	0	15	0	3	0	12	0	0	0	0	0
0	0	0	0	6	12	0	0	0	0	0	0
0	0	0	1	2	16	0	0	0	0	3	0
0	0	0	0	6	12	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	2	15	0	0	0	0	3	0
0	0	0	2	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	5
0	0	6	4	1	0	5	0	0	2	0	0
0	0	3	0	1	0	2	0	0	0	0	0
0	0	0	3	0	0	0	1	0	0	0	4
0	0	0	0	0	0	0	0	0	0	0	0
0	0	12	0	3	0	11	1	0	0	0	0
0	6	0	0	2	10	0	0	5	0	0	0
1	0	0	0	1	1	0	0	2	0	1	0
0	0	0	0	0	1	0	0	1	0	0	0
0	0	0	0	1	1	0	0	2	0	1	0
1	0	0	0	0	1	0	0	1	0	1	0
0	0	0	0	1	0	0	0	0	0	0	0
0	0	1	1	1	0	0	1	0	0	0	0
0	0	0	1	1	0	0	1	0	0	0	1
0	5	0	0	2	9	0	0	4	0	0	0
1	0	0	0	1	1	0	0	2	0	1	0
0	0	0	0	0	1	0	0	1	0	0	0
0	0	0	0	1	1	0	0	2	0	1	0
1	0	0	0	0	1	0	0	1	0	1	0
0	0	6	0	0	0	5	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
10	0	0	0	1	1	0	0	4	0	2	0
11	0	0	0	1	1	0	0	4	0	2	0
19	0	0	0	0	0	0	0	2	0	4	0
19	0	0	0	0	0	0	0	2	0	4	0
0	0	1	1	0	1	0	0	0	0	0	2
0	0	10	1	0	0	9	0	0	1	0	3
0	0	1	0	2	0	0	0	0	5	0	4
0	0	0	0	0	0	0	0	0	1	0	0
0	0	2	3	1	0	1	0	0	5	0	1
0	0	0	1	0	2	0	0	0	5	0	1
0	0	0	0	0	0	0	0	1	0	0	0
1	0	0	0	0	0	0	0	0	0	2	0
0	0	2	7	3	0	1	1	0	1	0	3
0	0	2	0	3	0	1	0	0	0	0	0
0	0	2	6	2	0	1	1	0	1	0	3
0	0	1	1	4	0	0	0	0	1	0	0
0	0	1	1	0	0	0	0	0	0	0	2
0	0	3	1	0	0	2	1	0	2	0	1
1	0	0	0	0	0	0	0	0	0	2	0
1	1	0	0	0	0	0	0	1	0	0	0
1	1	0	0	0	0	0	0	1	0	0	0
0	0	4	1	4	1	2	0	0	0	1	0
0	0	0	0	0	0	0	1	0	0	0	1
0	0	3	4	2	0	2	1	0	1	0	3
0	0	0	2	0	0	0	0	0	6	0	0
0	2	0	0	1	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	2	5	0	0	1	17	0	8	0	0
0	0	3	0	0	0	2	1	0	1	0	0
0	0	3	0	0	0	2	0	0	0	0	0
0	0	4	6	3	0	3	11	0	6	0	2
9	0	0	0	0	0	0	0	0	0	3	0
1	4	0	0	6	1	0	0	2	0	2	0
1	5	0	0	8	2	0	0	2	0	2	0
9	0	0	0	0	0	0	0	0	0	3	0
0	0	3	1	0	0	1	1	0	0	0	0
0	0	0	0	0	1	0	0	0	0	1	0
1	2	0	0	3	3	0	0	3	0	0	0
0	0	0	0	7	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	5	3	4	0	4	1	0	4	0	0
0	0	3	8	1	0	2	2	0	1	0	1
0	0	0	0	0	1	0	0	0	0	1	0
0	2	0	0	8	3	0	0	3	0	0	0
0	1	0	0	3	3	0	0	2	0	0	0
1	0	0	1	3	0	0	0	1	0	2	0
0	0	0	0	5	0	0	0	0	0	0	0
0	2	0	0	8	3	0	0	3	0	0	0
0	0	10	4	0	0	9	0	0	0	0	0
0	0	0	0	1	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	1	0	2	0
1	0	0	0	0	4	0	0	1	0	4	0
1	0	0	0	0	0	0	0	1	0	1	0
1	0	0	0	0	4	0	0	1	0	4	0
2	0	0	0	0	0	0	0	1	0	2	0
1	0	0	0	0	0	0	0	1	0	1	0
0	0	2	2	1	0	0	1	0	3	0	10
0	0	0	2	0	0	0	2	0	0	0	1
0	0	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	4	31	3	0	2	4	0	3	0	5
0	0	0	2	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	3	0	0	0	2	0	0	0	0	0
0	0	5	3	0	0	4	0	0	2	0	0
0	0	0	1	0	0	0	0	0	0	0	0
0	0	1	2	1	0	0	1	0	0	0	0
0	0	1	1	0	0	0	0	0	0	0	0
0	0	8	0	1	0	7	1	0	0	0	0
0	0	0	4	1	0	0	1	0	0	0	3
0	0	1	0	1	0	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	1
0	0	20	0	6	0	18	0	0	0	0	0
0	0	1	1	0	0	0	0	0	0	0	0
0	0	0	10	0	0	0	2	0	7	0	3
0	0	11	0	2	0	11	0	0	3	0	0
0	0	3	2	1	0	1	1	0	0	0	1
0	0	0	0	0	0	0	2	0	0	0	0
0	0	7	0	4	0	6	0	0	0	0	0
0	0	0	0	1	0	0	0	0	0	0	1
